CLDI	PUB	loc	no	raw_translit	normalized_translit	annotations	transli_entities	entities
P330700	AAICAB 1/4, Trampitsh 81	@reverse	14	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P100041	AAS 053	@column 2	4	ARAD2-[zu]	ARAD2-[zu]			
P100189	AAS 211	@reverse	4	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P100190	AAS 212	@reverse	3	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P100191	AAS 213	@reverse	5	mu# [{d}]amar#-{d}suen lugal	mu# [{d}]amar#-{d}suen lugal		mu(year)# [{d}]amar#-{d}suen lugal	
P521805	Abd diss, IM 206541	@seal 1	3	dumu {d}x-x	dumu {d}x-x		dumu(year) {d}x-x	
P370983	ACI 09	@left	1	3(disz)	3(dic)			
P100211	ActSocHun Or 5-12, 156 2	@reverse	6	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P100214	Aegyptus 17, 52, 049	@left	1	u4 1(u) 1(disz)-kam	u4 1(u) 1(dic)-kam			
P100215	Aegyptus 17, 53, 070	@left	1	3(disz) udu	3(dic) udu			
P100217	Aegyptus 17, 55, 088	@left	1	u4 1(u) 7(disz)	u4 1(u) 7(dic)			
P100218	Aegyptus 17, 56, 101	@left	1	3(u) udu	3(u) udu			
P100219	Aegyptus 17, 57, 103	@left	1	u4 3(u)-kam	u4 3(u)-kam			
P100220	Aegyptus 17, 58, 119	@left	1	1(disz)	1(dic)			
P100221	Aegyptus 17, 58, 121	@reverse	4	mu en {d}nanna masz-e i3-pa3	mu en {d}nanna mac-e i3-pa3		mu(year) en {d}nanna masz-e i3-pa3	masz-e
P100222	Aegyptus 17, 59, 156	@left	1	6(gesz2) 5(u) 9(disz)	6(gec2) 5(u) 9(dic)			
P100223	Aegyptus 19, 235, 01	@reverse	6	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P100224	Aegyptus 19, 235, 02	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P100226	Aegyptus 19, 236, 04	@left	1	mu e2 puzur4-isz-[{d}]da-[gan] ba-du3	mu e2 puzur4-ic-[{d}]da-[gan] ba-du3		mu(year) e2 puzur4-isz-[{d}]da-[gan] ba-du3	ba-du3
P100227	Aegyptus 19, 236, 05	@left	1	3(u) udu	3(u) udu			
P100228	Aegyptus 19, 237, 06	@reverse	7	mu en {d}nanna masz-e i3-pa3	mu en {d}nanna mac-e i3-pa3		mu(year) en {d}nanna masz-e i3-pa3	masz-e
P100229	Aegyptus 19, 237, 07	@left	1	4(disz)	4(dic)			
P100230	Aegyptus 19, 237, 08	@left	1	1(disz)	1(dic)			
P100231	Aegyptus 19, 238, 09	@left	1	1(u)	1(u)			
P100232	Aegyptus 19, 238, 10	@left	1	7(disz)	7(dic)			
P100259	Aegyptus 27, 36, no. 26	@left	1	6(disz)	6(dic)			
P100260	Aegyptus 27, 36, no. 27	@reverse	3	mu ha-ar-szi{ki} ki-masz{ki} hu-ur5-ti{ki} u3 ma-da-bi u4 asz-a ba-hul	mu ha-ar-ci{ki} ki-mac{ki} hu-ur5-ti{ki} u3 ma-da-bi u4 ac-a ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} hu-ur5-ti{ki} u3 ma-da-bi u4 asz-a ba-hul	ma-da-bi
P100261	Aegyptus 29, 102, no. 28	@reverse	4	mu ha-ar-szi{ki} hu-ur5-ti{ki} ki-masz{ki} u3 ma-da-bi u4 asz-a ba-hul	mu ha-ar-ci{ki} hu-ur5-ti{ki} ki-mac{ki} u3 ma-da-bi u4 ac-a ba-hul		mu(year) ha-ar-szi{ki} hu-ur5-ti{ki} ki-masz{ki} u3 ma-da-bi u4 asz-a ba-hul	ma-da-bi
P100262	Aegyptus 29, 103, no. 29	@left	1	3(disz) udu	3(dic) udu			
P100263	Aegyptus 29, 104, no. 30	@reverse	4	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P100264	Aegyptus 29, 105, no. 31	@reverse	3	mu en-unu6-gal {d}inanna ba-hun	mu en-unu6-gal {d}inanna ba-hun		mu(year) en-unu6-gal {d}inanna ba-hun	ba-hun
P100265	Aegyptus 29, 105, no. 32	@reverse	6	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P100266	Aegyptus 29, 106, no. 33	@left	1	3(u) 5(disz)	3(u) 5(dic)			
P100267	Aegyptus 29, 106, no. 34	@reverse	4	mu us2-sa an-sza-an{ki} ba-hul	mu us2-sa an-ca-an{ki} ba-hul		mu(year) us2-sa an-sza-an{ki} ba-hul	
P100268	Aegyptus 29, 107, no. 35	@reverse	6	mu {d}gu-za {d}en-lil2-la2 ba-dim2	mu {d}gu-za {d}en-lil2-la2 ba-dim2		mu(year) {d}gu-za {d}en-lil2-la2 ba-dim2	{d}gu-za
P100269	Aegyptus 29, 107, no. 36	@left	1	1(disz) gu4 6(disz) udu	1(dic) gu4 6(dic) udu			
P100270	Aegyptus 29, 108, no. 37	@reverse	4	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P100271	Aegyptus 29, 108, no. 38	@reverse	4	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P100272	Aegyptus 29, 109, no. 39	@left	1	1(gesz2) 1(disz) gu4	1(gec2) 1(dic) gu4			
P100273	Aegyptus 29, 109, no. 40	@reverse	7	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P100278	AfO 04, 23	@seal 1	2	dumu ur-x-ma	dumu ur-x-ma		dumu(year) ur-x-ma	
P100281	OBTI 193	@reverse	1	sza3 _masz-kak-en_	ca3 _mac-kak-en_			
P100287	AfO 24, pl. 19 Dring 1	@seal 1	8	ARAD2-zu	ARAD2-zu			
P100284	AfO 24, pl. 15 S 213	@left	1	u4 2(u) 4(disz)-kam	u4 2(u) 4(dic)-kam			
P100292	AfO 25, pl. 4, Boellinger 2	@left	1	[...]	[...]			
P100296	AfO 40-41, 52, 1	@reverse	5	mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3	mu us2-sa e2 puzur4-ic-{d}da-gan ba-du3		mu(year) us2-sa e2 puzur4-isz-{d}da-gan ba-du3	
P100297	AfO 40-41, 54, 2	@left	1	1(gesz2) 3(u) 4(disz) gu4 ab2 hi-<a>	1(gec2) 3(u) 4(dic) gu4 ab2 hi-<a>			
P432670	Annali 69, 119-122 1	@reverse	3	mu bi2-tum#-ra#-bi2-um{ki} i3-ab-ru{ki#} ma-da-bi u3 hu#-uh2#-nu-ri{ki} ba-hul	mu bi2-tum#-ra#-bi2-um{ki} i3-ab-ru{ki#} ma-da-bi u3 hu#-uh2#-nu-ri{ki} ba-hul		mu(year) bi2-tum#-ra#-bi2-um{ki} i3-ab-ru{ki#} ma-da-bi u3 hu#-uh2#-nu-ri{ki} ba-hul	
P432671	Annali 69, 122-123 2	@reverse	4	mu en eridu{ki} ba-hun	mu en eridu{ki} ba-hun		mu(year) en eridu{ki} ba-hun	
P432672	AION 69, 123-124 3	@reverse	4	mu {d}szu-{d}suen# lugal uri5{ki}-ma# ma-da za-ab-sza-li{ki} mu-hul#	mu {d}cu-{d}suen# lugal uri5{ki}-ma# ma-da za-ab-ca-li{ki} mu-hul#		mu(year) {d}szu-{d}suen# lugal uri5{ki}-ma# ma-da za-ab-sza-li{ki} mu(year)-hul#	{d}szu-{d}suen#
P100317	AJSL 29, 135, no. 6	@seal 1	2	dumu hu-wa-wa	dumu hu-wa-wa		dumu(year) hu-wa-wa	
P100318	AJSL 29, 136, no. 7	@column 2	4	ARAD2-zu	ARAD2-zu			
P100320	AJSL 38, 141	@left	1	1(gesz2) 4(disz)	1(gec2) 4(dic)			
P100321	AJSL 39, 65	@reverse	5'	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P100327	Akkadica 13, 28	@left	1	5(u) 4(disz)	5(u) 4(dic)			
P100328	Akkadica 21, 48	@seal 1	3	dumu i-di3-er3-ra	dumu i-di3-er3-ra		dumu(year) i-di3-er3-ra	
P100329	Akkadica 25, 8 1	@reverse	13	mu en# eridu{ki} ba-hun	mu en# eridu{ki} ba-hun		mu(year) en# eridu{ki} ba-hun	
P100330	Akkadica 25, 8 2	@reverse	5	mu en {d}nanna ba-hun-ga2	mu en {d}nanna ba-hun-ga2		mu(year) en {d}nanna ba-hun-ga2	ba-hun-ga2
P100331	Akkadica 78, 11	@reverse	12	mu {d}gu-za-mah {d}en-lil2 ba-dim2	mu {d}gu-za-mah {d}en-lil2 ba-dim2		mu(year) {d}gu-za-mah {d}en-lil2 ba-dim2	{d}gu-za-mah
P100332	Akkadica 78, 13	@left	1	5(u)!	5(u)!			
P145540	Akkadica 114-115, 062 05bis	@left	1	1(disz)	1(dic)			
P145528	Akkadica 114-115, 080 33	@reverse	5	mu {d}szu-{d}suen lugal	mu {d}cu-{d}suen lugal		mu(year) {d}szu-{d}suen lugal	{d}szu-{d}suen
P145494	Akkadica 114-115, 095 01	@reverse	5	mu {d}gu-za sza3 hul2-la {d}en-lil2-la2 ba-dim2	mu {d}gu-za ca3 hul2-la {d}en-lil2-la2 ba-dim2		mu(year) {d}gu-za sza3 hul2-la {d}en-lil2-la2 ba-dim2	
P145495	Akkadica 114-115, 095 02	@left	1	1(u) 2(disz)	1(u) 2(dic)			
P145496	Akkadica 114-115, 095 03	@left	1	3(disz)	3(dic)			
P145497	Akkadica 114-115, 095 04	@left	1	2(u)	2(u)			
P145498	Akkadica 114-115, 096 05	@left	1	5(u) 8(disz)	5(u) 8(dic)			
P145499	Akkadica 114-115, 096 06	@left	1	1(u) 2(disz)	1(u) 2(dic)			
P145500	Akkadica 114-115, 096 07	@left	1	2(disz)	2(dic)			
P145501	Akkadica 114-115, 096 08	@left	1	4(disz)	4(dic)			
P145502	Akkadica 114-115, 097 09	@left	1	4(disz)	4(dic)			
P145503	Akkadica 114-115, 097 10	@left	1	3(disz)	3(dic)			
P145505	Akkadica 114-115, 097 12	@reverse	3	mu si-ma-num2{ki} ba-hul	mu si-ma-num2{ki} ba-hul		mu(year) si-ma-num2{ki} ba-hul	si-ma-num2{ki}
P145506	Akkadica 114-115, 097 13	@reverse	5	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P145507	Akkadica 114-115, 098 14	@reverse	1	mu ma2-dara3-abzu ba-ab-du8	mu ma2-dara3-abzu ba-ab-du8		mu(year) ma2-dara3-abzu ba-ab-du8	
P145508	Akkadica 114-115, 098 15	@left	1	1(disz)	1(dic)			
P145509	Akkadica 114-115, 098 16	@left	1	3(gesz2) 5(u) la2 1(disz@t) udu	3(gec2) 5(u) la2 1(dic@t) udu			
P145510	Akkadica 114-115, 098 17	@reverse	4	mu ki-masz[{ki}] ba-hul	mu ki-mac[{ki}] ba-hul		mu(year) ki-masz[{ki}] ba-hul	
P145511	Akkadica 114-115, 098 18	@seal 1	2	dumu la-na kuruszda#	dumu la-na kurucda#		dumu(year) la-na kuruszda#	
P145512	Akkadica 114-115, 099 19	@reverse	2	mu e2 {d}szara2 ba-du3	mu e2 {d}cara2 ba-du3		mu(year) e2 {d}szara2 ba-du3	ba-du3
P145513	Akkadica 114-115, 099 20	@left	1	2(disz)	2(dic)			
P145514	Akkadica 114-115, 099 21	@left	1	3(u) 8(disz)	3(u) 8(dic)			
P145515	Akkadica 114-115, 099 22	@left	1	4(u) 6(disz)	4(u) 6(dic)			
P145516	Akkadica 114-115, 100 23	@left	1	6(disz)	6(dic)			
P145517	Akkadica 114-115, 100 24	@left	1	1(disz)	1(dic)			
P145518	Akkadica 114-115, 100 25	@column 2	3	ARAD2-zu	ARAD2-zu			
P145519	Akkadica 114-115, 100 26	@seal 1	5	mu {d}szu-{d}suen# lugal	mu {d}cu-{d}suen# lugal		mu(year) {d}szu-{d}suen# lugal	{d}szu-{d}suen#
P145520	Akkadica 114-115, 101 27	@left	1	1(disz) udu	1(dic) udu			
P145521	Akkadica 114-115, 101 28	@left	1	2(disz) udu	2(dic) udu			
P145522	Akkadica 114-115, 101 29	@reverse	5	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P145523	Akkadica 114-115, 101 30	@column 2	10'	[...]	[...]			
P145524	Akkadica 114-115, 102 31	@reverse	6	mu en nun-e eridu{ki} ba-hun	mu en nun-e eridu{ki} ba-hun		mu(year) en nun-e eridu{ki} ba-hun	eridu{ki}
P145525	Akkadica 114-115, 102 32	@seal 1	3	dumu SI-A-a	dumu SI-A-a		dumu(year) SI-A-a	
P145526	Akkadica 114-115, 102 34	@reverse	6	mu# {d}amar-{d}suen lugal#-e ur-bi2-lum{ki} mu-hul	mu# {d}amar-{d}suen lugal#-e ur-bi2-lum{ki} mu-hul		mu(year)# {d}amar-{d}suen lugal#-e ur-bi2-lum{ki} mu(year)-hul	mu-hul
P145527	Akkadica 114-115, 102 35	@reverse	7	mu# us2-sa ma2-dara3-abzu ba-ab-du8	mu# us2-sa ma2-dara3-abzu ba-ab-du8		mu(year)# us2-sa ma2-dara3-abzu ba-ab-du8	
P145529	Akkadica 114-115, 103 36	@reverse	18	[...] kuruszda i3-dab5	[...] kurucda i3-dab5			
P145534	Akkadica 114-115, 105 41	@reverse	4	mu en {d}nanna masz2-e i3-pa3	mu en {d}nanna mac2-e i3-pa3		mu(year) en {d}nanna masz2-e i3-pa3	masz2-e
P145538	Akkadica 114-115, 106 45	@reverse	15	mu {d}i-bi2-{d}suen lugal#	mu {d}i-bi2-{d}suen lugal#		mu(year) {d}i-bi2-{d}suen lugal#	{d}i-bi2-{d}suen
P145539	Akkadica 114-115, 107 46	@reverse	19	nig2-ka9-ak gar-ra-kam#	nig2-ka9-ak gar-ra-kam#			
P459080	Akkadica 134/1 §2.1	@left	1	1(u) la2 1(disz@t)#	1(u) la2 1(dic@t)#	(total:) 9 (rams).		
P480066	Akkadica 135/1, 076-078 02	@reverse	1	iti ki-siki-{d}nin-a-zu	iti ki-siki-{d}nin-a-zu	month “Ki-siki of Ninazu.”	iti[month] ki-siki-{d}nin-a-zu	ki-siki-{d}nin-a-zu
P480067	Akkadica 135/1, 078-079 03	@left	1	2(disz)	2(dic)	(total:) 2 (cattle).		
P480068	Akkadica 135/1, 080-082 04	@column 2	4	[...]	[...]	...		
P416125	Akkadica 137, 200-203 06	@left	1	8(gesz2) 5(u) la2 1(disz@t) udu	8(gec2) 5(u) la2 1(dic@t) udu	(total :) 529 small cattle.		
P432665	UMM 2278	@reverse	4	mu e2 {d}szara2 ba-du3	mu e2 {d}cara2 ba-du3		mu(year) e2 {d}szara2 ba-du3	ba-du3
P432663	UMM 2276	@left	1	1(disz)	1(dic)			
P519457	Akkadica 140, 073-098 11	@left	1	4(disz)	4(dic)			
P100333	Aleppo 001	@reverse	5	mu us2-sa an-sza-an{ki} ba-hul	mu us2-sa an-ca-an{ki} ba-hul		mu(year) us2-sa an-sza-an{ki} ba-hul	
P100334	Aleppo 002	@reverse	5	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P100335	Aleppo 003	@reverse	5	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P100336	Aleppo 004	@reverse	4	mu ki-masz{ki} u3 hu#-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu#-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu#-ur5-ti{ki} ba-hul	hu#-ur5-ti{ki}
P100337	Aleppo 005	@reverse	10	mu us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	us2-sa
P100338	Aleppo 006	@reverse	3	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul		mu(year) {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu(year)-hul	mu-hul
P100339	Aleppo 007	@reverse	4	mu {d}amar-{d}suen lugal-e {gesz}gu-za {d}en-lil2 in-dim2	mu {d}amar-{d}suen lugal-e {gec}gu-za {d}en-lil2 in-dim2		mu(year) {d}amar-{d}suen lugal-e {gesz}gu-za {d}en-lil2 in-dim2	{d}amar-{d}suen
P100375	Aleppo 043	@seal 1	1	2(u) sa gi	2(u) sa gi			
P100376	Aleppo 044	@seal 1	2	ha-mu-na-szum2	ha-mu-na-cum2		ha-mu(year)-na-szum2	
P100377	Aleppo 045	@seal 1	2	[s,e]-li#-{d}iszkur	[s,e]-li#-{d}ickur			
P100378	Aleppo 046	@seal 1	2	ur-{gesz}gigir ugula	ur-{gec}gigir ugula			
P100564	Aleppo 232	@reverse	2	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P100591	Aleppo 259	@seal 1	4	mu us2-sa an-sza-an{ki} ba-hul	mu us2-sa an-ca-an{ki} ba-hul		mu(year) us2-sa an-sza-an{ki} ba-hul	
P100608	Aleppo 276	@seal 1	2	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P100616	Aleppo 284	@reverse	2	szu ba-ti	cu ba-ti			
P100617	Aleppo 285	@reverse	2	szu ba-ti	cu ba-ti			
P100618	Aleppo 286	@reverse	3	mu [...]{ki} ba-hul	mu [...]{ki} ba-hul		mu(year) [...]{ki} ba-hul	
P100623	Aleppo 291	@reverse	1	mu [...]{ki} ba-hul	mu [...]{ki} ba-hul		mu(year) [...]{ki} ba-hul	
P100627	Aleppo 295	@reverse	10	1(barig) 5(ban2) 3(disz) lugal-a2-zi-da [...]	1(barig) 5(ban2) 3(dic) lugal-a2-zi-da [...]			
P100628	Aleppo 296	@reverse	5	[...] ur-ge6-par4	[...] ur-ge6-par4			
P100641	Aleppo 309	@reverse	5	2(asz) 1(barig) 5(ban2) gur kiszib3 a-du-mu	2(ac) 1(barig) 5(ban2) gur kicib3 a-du-mu		2(asz) 1(barig) 5(ban2) gur kiszib3 a-du-mu(year)	
P100643	Aleppo 311	@reverse	3	mu us2-sa an-sza-an{ki} ba-hul	mu us2-sa an-ca-an{ki} ba-hul		mu(year) us2-sa an-sza-an{ki} ba-hul	
P100644	Aleppo 312	@reverse	5	mu bad3 ba-du3	mu bad3 ba-du3		mu(year) bad3 ba-du3	
P100645	Aleppo 313	@reverse	3	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P100653	Aleppo 321	@reverse	2	kiszib3 szesz-kal-la-ta zi-zi-dam	kicib3 cec-kal-la-ta zi-zi-dam			
P100656	Aleppo 324	@reverse	3	ki si-NE-e-ta	ki si-NE-e-ta			
P100661	Aleppo 329	@seal 1	8	[...]	[...]			
P100670	Aleppo 338	@reverse	7	[...]	[...]			
P100672	Aleppo 340	@left	1	[mu {d}x]-{d}suen lugal	[mu {d}x]-{d}suen lugal		[mu(year) {d}x]-{d}suen lugal	lugal
P100673	Aleppo 341	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P100675	Aleppo 343	@reverse	1	mu us2-sa a-ra2 3(disz@t)-kam si-mu-ru-um{ki} ba-hul	mu us2-sa a-ra2 3(dic@t)-kam si-mu-ru-um{ki} ba-hul		mu(year) us2-sa a-ra2 3(disz@t)-kam si-mu(year)-ru-um{ki} ba-hul	
P100678	Aleppo 346	@reverse	1	mu e2 puzur4-da-gan ba-du3	mu e2 puzur4-da-gan ba-du3		mu(year) e2 puzur4-da-gan ba-du3	ba-du3
P100681	Aleppo 349	@reverse	2	mu us2-sa a-ra2 3(disz@t)-kam si-mu-ru-um{ki} ba-hul	mu us2-sa a-ra2 3(dic@t)-kam si-mu-ru-um{ki} ba-hul		mu(year) us2-sa a-ra2 3(disz@t)-kam si-mu(year)-ru-um{ki} ba-hul	
P100699	Aleppo 367	@seal 1	5	mu bad3 ba-du3	mu bad3 ba-du3		mu(year) bad3 ba-du3	
P100746	Aleppo 414	@reverse	3	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul		mu(year) {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu(year)-hul	mu-hul
P100749	Aleppo 417	@reverse	4	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P100751	Aleppo 419	@reverse	7	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul		mu(year) {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu(year)-hul	mu-hul
P100752	Aleppo 420	@reverse	6	mu ku3 gu-za {d}en-lil2-la2 ba-dim2	mu ku3 gu-za {d}en-lil2-la2 ba-dim2		mu(year) ku3 gu-za {d}en-lil2-la2 ba-dim2	
P100756	Aleppo 424	@reverse	1	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P100761	Aleppo 429	@reverse	5	i3-gal2	i3-gal2	are here.		
P100764	Aleppo 432	@reverse	1	i3-gal2	i3-gal2	are here.		
P100766	Aleppo 434	@reverse	5	mu gu-za ba-dim2	mu gu-za ba-dim2	year: “The chair was fashioned.”	mu(year) gu-za ba-dim2	
P100767	Aleppo 435	@reverse	5	mu# en-mah-gal-an-na	mu# en-mah-gal-an-na	year: “Enmaḫgalana.”	mu(year)# en-mah-gal-an-na	
P100768	Aleppo 436	@reverse	4	szu ba-ti	cu ba-ti			
P100771	Aleppo 439	@reverse	1	mu si-mu-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P100774	Aleppo 442	@reverse	3	lu-lu-bu a-ra2 1(u) la2 1(disz)-kam ba-hul	lu-lu-bu a-ra2 1(u) la2 1(dic)-kam ba-hul			
P100775	Aleppo 443	@reverse	2	mu si-mu-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(disz@t)-kam ba-hul	mu si-mu-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(dic@t)-kam ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(disz@t)-kam ba-hul	
P100776	Aleppo 444	@reverse	3	mu si-mu-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(disz@t)-kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(dic@t)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu a-ra2 1(u) la2 1(disz@t)-kam-asz ba-hul	
P100786	Aleppo 454	@reverse	3	mu us2-sa a-ra2 1(u) la2 1(disz)-kam si-mu-ru-um{ki} ba-hul	mu us2-sa a-ra2 1(u) la2 1(dic)-kam si-mu-ru-um{ki} ba-hul		mu(year) us2-sa a-ra2 1(u) la2 1(disz)-kam si-mu(year)-ru-um{ki} ba-hul	ba-hul
P100794	Aleppo 462	@reverse	2	mu e2 {d}szara2 ba-du3	mu e2 {d}cara2 ba-du3		mu(year) e2 {d}szara2 ba-du3	ba-du3
P100795	Aleppo 463	@reverse	2	mu {d}i-bi2-{d}suen lugal	mu {d}i-bi2-{d}suen lugal		mu(year) {d}i-bi2-{d}suen lugal	{d}i-bi2-{d}suen
P100797	Aleppo 465	@reverse	2	mu {d}i-bi2-{d}suen lugal	mu {d}i-bi2-{d}suen lugal		mu(year) {d}i-bi2-{d}suen lugal	{d}i-bi2-{d}suen
P100799	Aleppo 467	@reverse	3	mu en {d}nanna masz-e i3-pa3	mu en {d}nanna mac-e i3-pa3		mu(year) en {d}nanna masz-e i3-pa3	masz-e
P100810	Aleppo 478	@reverse	1	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P100811	Aleppo 479	@reverse	3	mu us2-sa an-[sza-an{ki} ba-hul]	mu us2-sa an-[ca-an{ki} ba-hul]		mu(year) us2-sa an-[sza-an{ki} ba-hul]	
P100813	Aleppo 481	@reverse	1	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P100814	Aleppo 482	@reverse	3	mu ki-masz{ki} ba-hul	mu ki-mac{ki} ba-hul		mu(year) ki-masz{ki} ba-hul	
P100815	Aleppo 483	@reverse	4	mu ku3 gu-za {d}en-lil2-la2 ba-dim2	mu ku3 gu-za {d}en-lil2-la2 ba-dim2		mu(year) ku3 gu-za {d}en-lil2-la2 ba-dim2	
P100816	Aleppo 484	@reverse	4	mu en-mah-gal-an-na [en {d}nanna ba-hun-ga2]	mu en-mah-gal-an-na [en {d}nanna ba-hun-ga2]		mu(year) en-mah-gal-an-na [en {d}nanna ba-hun-ga2]	
P100819	Aleppo 487	@reverse	2	e2-a-na kux(KWU147)	e2-a-na kux(KWU147)			
P100820	Aleppo 488	@left	2	zi-ga ensi2	zi-ga ensi2			
P100834	Aleppo 502	@seal 1	2	ARAD2 {d}szara2	ARAD2 {d}cara2			
P100837	Aleppo 505	@reverse	3	[mu] {d}szu-{d}suen# [ma]-da [za-ab-sza]-li[{ki} ba-hul]	[mu] {d}cu-{d}suen# [ma]-da [za-ab-ca]-li[{ki} ba-hul]		[mu(year)] {d}szu-{d}suen# [ma]-da [za-ab-sza]-li[{ki} ba-hul]	
